objektidentitet,lannamn,kommunnamn,sockenstadnamn,
D712B6CE-9EAE-4252-89A3-997B5C1C7AC0,Västra Götaland,"Falköping, Falköping, Tidaholm",Högstena,
D7170599-E38D-4BA4-B2F5-FBC7792C0B85,Stockholm,"Tyresö, Stockholm, Nacka, Värmdö, Lidingö",Nacka,
D752F2E1-6A3E-4512-A97B-4D234976616E,Stockholm,"Haninge, Tyresö, Värmdö",Dalarö,
D7573AA0-146D-4FF2-B489-1910D2FC3B08,Västra Götaland,Vara,Fyrunga,
D7664EB1-6F45-4E94-88CB-71FCAA8CE0DF,"Halland, Halland, Västra Götaland","Varberg, Kungsbacka, Varberg, Varberg, Kungsbacka, Mark",Veddige,
D7767693-1840-43E1-B16F-3E1DCF25B1EF,Gävleborg,"Gävle, Gävle, Sandviken, Hofors, Sandviken",Årsunda,
D7A6B00C-1F0F-44AE-8598-46D69A0C2713,Gävleborg,"Sandviken, Ockelbo, Sandviken",Järbo,
D7E74FD1-B073-42E4-A444-52781C073115,Västra Götaland,"Trollhättan, Lilla Edet, Trollhättan",Fors,
D7F25EAF-C48B-426D-B89C-ED7D13DAB390,Västernorrland,"Sundsvall, Timrå",Alnö,
D842FCF1-ECF6-4FB5-BF57-B833CE4B1A50,Halland,Halmstad,Holm,
D8475166-148F-4498-8CDA-61A82580B9E6,Halland,Halmstad,Harplinge,
D89763DA-75C9-4B31-9BD6-2E9997D67047,Värmland,"Forshaga, Karlstad, Filipstad, Munkfors, Hagfors",Sunnemo,
D8BFA0EC-A0CB-4F45-85E7-F04452E3936A,"Halland, Kronoberg","Laholm, Halmstad, Ljungby",Veinge,
D8D1981C-1770-4E71-9E56-4E1E717EBFA3,Skåne,"Lund, Svedala, Staffanstorp",Esarp,
D8F25F2C-3C1C-40B8-89B5-4EB3D267E969,"Kronoberg, Jönköping","Ljungby, Värnamo",Dörarp,
D8F8F4DE-715F-4B35-83A3-4B243D86B7F5,Jämtland,"Östersund, Krokom",Ås,
D914D44E-6E9B-45E3-ADD5-B8C46F3112A5,"Dalarna, Gävleborg","Falun, Leksand, Rättvik, Ovanåker",Enviken,
D93A2DF3-E799-4FF0-9027-9D97E82F3BE0,Västra Götaland,"Hjo, Skövde",Varola,
D93E8447-59EE-4A31-97E7-B99A041053D5,Uppsala,"Uppsala, Uppsala, Östhammar",Lena,
D94AA3B5-502A-4720-B83A-A15909584685,Västra Götaland,"Tanum, Strömstad",Lur,
D95251E8-97D4-40C4-8E8A-458DF2E30F4D,Värmland,Säffle,Botilsäter,
D9B86EA4-5EA2-462D-B237-DCE4F446AB1E,Skåne,"Sjöbo, Tomelilla, Sjöbo",Lövestad,
D9DA8D9D-2C69-477C-9A04-18056AFF879C,"Kalmar, Östergötland","Västervik, Kinda",Oppeby,
D9EFF8CB-447D-485C-935C-1B0DA285D942,Södermanland,Eskilstuna,Torshälla,
DA6A0CA6-EAE9-45A5-A058-C6A06E3FB033,Västra Götaland,"Tibro, Karlsborg, Töreboda, Tibro, Töreboda",Beateberg,
DA8D31F5-AFF5-4784-95AC-6C712F73BCC7,Västra Götaland,"Vårgårda, Herrljunga",Remmene,
DAC72A05-1030-491D-B35B-2E6A5ED07640,Kalmar,"Västervik, Oskarshamn, Västervik",Västrum,
DAE62539-7379-459A-85A4-A2EFDA7BD1EF,Skåne,"Lund, Staffanstorp",Bjällerup,
DAEBBB92-54B4-4A75-9126-67714CFEEAB5,Jönköping,"Vetlanda, Eksjö, Vetlanda, Eksjö",Skede,
DAF066D0-E6EE-4A5B-8EAC-8F80790134DF,Västra Götaland,"Ale, Kungälv, Lilla Edet, Stenungsund",Västerlanda,
DB8CB0D6-FCD3-4B2E-A257-0021F0B10CB7,Stockholm,"Värmdö, Österåker, Norrtälje",Möja,
DB9E1E3D-0A23-4013-8E7A-88C87C8C088E,Blekinge,Karlskrona,Aspö,
DBAE09B4-BC83-444D-B990-FA615027585A,Västra Götaland,"Tidaholm, Tidaholm, Falköping, Falköping, Tidaholm",Dimbo,
DBC5A9C9-3F2F-471B-AADA-EE8A7C9BE619,Uppsala,"Uppsala, Håbo, Uppsala",Dalby,
DBCB5ED8-85CB-480C-84C8-B9AA79AFE9B1,"Västra Götaland, Halland, Västra Götaland","Mark, Varberg, Mark",Öxnevalla,
DC3A5A76-95C9-4A88-AD6C-ECC2620BB242,Västernorrland,"Härnösand, Kramfors",Högsjö,
DC4975D5-CEE4-42B8-A300-6B9012B779D8,"Västra Götaland, Värmland","Lidköping, Säffle",Millesvik,
DC49D6D7-5BB8-4C2A-BB3A-518B248ED792,Västra Götaland,Tidaholm,Tidaholm,
DC92E61C-2A93-4404-AB9C-9C4A056875ED,Jönköping,"Vaggeryd, Jönköping",Angerdshestra,
DC947153-9DEA-4DB9-90FD-BB3D88092CDF,Jönköping,"Gislaved, Värnamo, Gislaved, Gnosjö",Anderstorp,
DCA41808-8178-453A-B9ED-929D75297DF2,Skåne,"Simrishamn, Tomelilla, Kristianstad, Kristianstad",Ravlunda,
DCD46168-712D-4313-81E6-1ED77A7A5452,"Östergötland, Östergötland, Södermanland","Norrköping, Norrköping, Nyköping",Häradshammar,
DCD8CE0A-B2BE-429F-85A7-7BBD84A4FFDD,"Västra Götaland, Värmland","Bengtsfors, Åmål, Säffle",Edsleskog,
DCFBF398-A9C9-4D2B-B361-C9312A7E5E05,"Skåne, Skåne, Halland, Kronoberg","Örkelljunga, Hässleholm, Örkelljunga, Laholm, Markaryd",Skånes-Fagerhult,
DD0C5329-F931-43B6-9E9A-DAE86A750E6B,Kalmar,"Mörbylånga, Borgholm",Glömminge,
DD0DD73E-9D8F-409E-BEC6-740B6D77494B,Västra Götaland,"Borås, Vårgårda",Vänga,
DD1409CB-D21B-42A2-A39A-1260784533C3,Västra Götaland,"Svenljunga, Tranemo, Borås, Borås",Hillared,
DD1865B1-05AC-46AA-8F8E-65A59E9E4BF3,Örebro,"Kumla, Lekeberg, Örebro",Täby,
DD3A85CF-F777-4BBF-B0BB-2D3D87FF5ABC,Skåne,"Simrishamn, Ystad, Simrishamn, Tomelilla",Hammenhög,
DD3D7490-6867-4DC6-B545-5119F84C751D,Gotland,Gotland,Hamra,
DD4D6D51-0B08-4336-826A-A0666F240A2C,"Kronoberg, Jönköping","Ljungby, Värnamo",Hånger,
DD59D1B3-487C-4D7A-9DCC-B6F86C4B08CF,"Gävleborg, Gävleborg, Västernorrland","Nordanstig, Nordanstig, Sundsvall",Gnarp,
DD5C599B-A68C-4921-98AC-289628DB0FB4,"Kalmar, Kalmar, Östergötland","Västervik, Västervik, Kinda, Åtvidaberg",Dalhem,
DD84A6C2-44D4-4C07-AA53-E7A810A29573,Värmland,"Storfors, Kristinehamn, Karlstad, Storfors, Filipstad",Lungsund,
DD916566-A1C6-440A-9E37-139820E20CD5,Värmland,Säffle,Säffle,
DDA81D18-6A07-40FB-8424-39683150F2A4,Gotland,Gotland,Fardhem,
DE17E47F-FB4C-4F8C-A949-524FDB92514E,Västra Götaland,Skövde,Forsby,
DE1D0A45-A9D4-46BB-B958-96CA451D958E,Västra Götaland,"Mark, Härryda, Bollebygd, Borås, Alingsås, Lerum, Bollebygd, Bollebygd, Alingsås",Bollebygd,
DE4D82E4-AC26-4080-877F-2334DC06A8A2,Västra Götaland,"Herrljunga, Vårgårda, Alingsås, Essunga",Södra Härene,
DE4FD44B-4038-4BAB-84F6-CBD3A90E7B5D,Västra Götaland,"Mariestad, Skövde, Mariestad, Skövde",Låstad,
DECA4B21-AE13-4693-AF23-F77452B41D92,"Örebro, Västra Götaland, Östergötland, Örebro","Askersund, Karlsborg, Motala, Askersund, Laxå",Hammar,
DF1290A6-37DA-4EB8-A48F-0B522BE0C0E2,Skåne,"Östra Göinge, Hässleholm, Osby",Östra Broby,
DF1D9621-96CD-4C65-A726-30F1E8B4FF1A,Dalarna,"Borlänge, Falun, Borlänge",Borlänge,
DF3C3CFB-F054-4D96-8462-22D1C8B7345F,Värmland,Årjäng,Västra Fågelvik,
DF7F790B-3468-482C-BA32-97323C5538FA,"Kalmar, Östergötland, Östergötland","Vimmerby, Kinda, Boxholm, Linköping, Kinda",Kisa,
DFAE3C7C-F6EC-4805-899A-052B3928A3B5,Kronoberg,Växjö,Gårdsby,
DFAE4E0A-73F4-40C3-A777-73A8552AD660,"Södermanland, Stockholm, Södermanland","Gnesta, Nykvarn, Södertälje, Gnesta, Södertälje, Gnesta",Kattnäs,
DFCB30F7-CD52-46E7-86AB-8609A77ABBB9,Västra Götaland,"Tanum, Strömstad",Tjärnö,
DFF43385-8C09-46F7-8584-BA8AE765D411,Västra Götaland,"Mark, Borås",Fritsla,
E0111471-BD5D-4E0C-9543-4F10A9CA119A,"Dalarna, Örebro, Dalarna","Ludvika, Ljusnarsberg, Smedjebacken, Ludvika",Ludvika,
E01A786C-588B-4CF3-AE74-E562CC9EC9A7,Örebro,"Lekeberg, Örebro, Karlskoga, Lekeberg",Hidinge,
E02B8E3A-2B97-41F2-BC7E-E2F0FEF7ABFC,Blekinge,"Karlskrona, Ronneby, Karlskrona",Karlskrona,
E02D658B-660E-4AE1-B60C-B78DF1517327,Västra Götaland,"Alingsås, Ale, Lilla Edet, Trollhättan, Alingsås, Ale",Hålanda,
E02DF5AA-C8E7-46F3-B617-69E8D8DA8398,Västra Götaland,"Göteborg, Öckerö, Kungälv",Björlanda,
E03690BB-54E8-4D18-B8D4-2861660F0179,Västra Götaland,"Skövde, Hjo, Hjo, Skövde, Hjo, Skövde, Tibro",Värsås,
E037DD63-0615-49A3-A752-705DA116E6F7,Jämtland,"Bräcke, Östersund, Bräcke",Revsund,
E0472A1D-1AAE-46E4-975A-D591EBF5E6B9,Uppsala,"Uppsala, Östhammar",Morkarla,
E0548991-117F-4486-BE1D-6C7D28B56125,Värmland,"Sunne, Arvika, Sunne, Torsby",Gräsmark,
E055DCAA-D50E-4381-A230-069CAC2E123A,Skåne,Simrishamn,Rörum,
E06CFF76-4A8B-4892-B4DD-24FF4F234078,Västra Götaland,"Lysekil, Orust, Uddevalla",Dragsmark,
E07501F3-78F4-454E-99E2-488342591843,Västra Götaland,"Falköping, Falköping, Tidaholm",Åsle,
E08B7ADB-F27C-4D7D-8D0F-60FFF6E18FDC,Jönköping,Nässjö,Nässjö,
E0927701-834C-44B9-92BD-78E0335FE66E,Östergötland,"Valdemarsvik, Åtvidaberg, Söderköping",Ringarum,
E0A5533E-441F-42EA-9B0F-AC889EDBA55D,Värmland,"Grums, Säffle",Borgvik,
E0B2447B-7255-44DA-8332-76B7882955FA,"Jönköping, Jönköping, Västra Götaland","Habo, Mullsjö, Habo, Tidaholm, Jönköping, Habo, Mullsjö, Habo, Tidaholm, Mullsjö, Habo",Habo,
E0D4EC55-3084-4F57-B0BC-93AB8D3724DE,Västra Götaland,Götene,Kestad,
E0ED31BB-674C-4C50-BC65-A918BA208462,Västra Götaland,"Tranemo, Svenljunga",Tranemo,
E12403CA-7B0A-4AAD-A213-0A187BD402D7,"Västra Götaland, Västra Götaland, Halland","Mark, Mark, Kungsbacka, Mölndal, Härryda",Sätila,
E1426391-8FE0-461A-B9E4-9BFA555D125A,Västmanland,"Västerås, Sala",Kumla,
E16508D2-CDD6-4947-81A3-6655ADBB812F,"Kalmar, Kronoberg, Kalmar","Nybro, Uppvidinge, Högsby, Hultsfred, Nybro",Fagerhult,
E16FC277-4C12-4961-A0C8-A52A7965A589,Västra Götaland,"Alingsås, Ale, Lilla Edet, Trollhättan, Alingsås, Essunga",Lagmansered,
E187FC48-8584-4FBD-8561-F7C3E2A8CC16,Uppsala,Enköping,Biskopskulla,
E1B9F12A-82DE-4077-A29E-0574B9D9D587,Jönköping,"Vetlanda, Eksjö",Vetlanda,
E1DAF557-6ECE-4280-A5D5-B06816A6C298,"Kronoberg, Jönköping, Jönköping","Ljungby, Alvesta, Värnamo, Värnamo",Rydaholm,
E214CD78-D823-4D69-AB4B-FA1BDCE43239,Skåne,"Trelleborg, Vellinge",Fuglie,
E22322AF-EF1B-4AF5-9A51-4AACA3D41AFF,Skåne,Skurup,Skivarp,
E236667C-ECA3-4357-B23D-8895741F2EEB,Halland,Falkenberg,Skrea,
E23EE08B-65B8-45DC-806B-BA44052F5EB0,Skåne,"Helsingborg, Bjuv",Hässlunda,
E24A1F8A-2861-43C9-B82D-CE43D1534048,Västra Götaland,Skövde,Säter,
E25C1960-1F5B-4063-9C1B-6D9272C0FEFB,Skåne,"Hörby, Kristianstad, Hässleholm",Linderöd,
E276F176-9AF7-4019-8F1E-3E14D065EBB6,"Norrbotten, Norrbotten, Västerbotten","Piteå, Älvsbyn, Piteå, Älvsbyn, Piteå, Skellefteå, Älvsbyn, Arvidsjaur",Piteå,
E28AD434-266C-49CA-948F-0ABBC9DA5A5E,"Västmanland, Uppsala, Uppsala, Västmanland","Sala, Heby, Enköping, Sala, Heby",Västerlövsta,
E29D1C8D-0E99-483D-B187-E2D49E9C5ADB,Södermanland,"Nyköping, Flen",Vrena,
E2ABF60D-BFDA-4612-A86B-E8E35F2F7094,Skåne,Vellinge,Eskilstorp,
E2B166AE-3FE9-4D2B-8492-EF3AD16B9881,Jämtland,"Östersund, Krokom",Östersund,
E2B59741-B9A3-4A00-9BB2-140BB3D578E8,Kronoberg,Växjö,Växjö,
E2C64481-234D-4684-9091-3EBB24708019,Västernorrland,"Sollefteå, Kramfors, Sollefteå",Sånga,
E2F50279-A5EA-47C2-9455-8BE6AE6B0C19,Jönköping,"Nässjö, Eksjö",Norra Solberga,
E3244CA4-86DE-4924-846B-ECB3992029E0,Västmanland,"Surahammar, Skinnskatteberg, Surahammar, Skinnskatteberg, Fagersta, Sala, Norberg",Västervåla,
E3285AA1-76C5-42B2-B496-478E2AAE6756,Västra Götaland,Falköping,Kinneved,
E379CC7E-A937-4182-9A35-6D658B71E4E2,Skåne,Skurup,Örsjö,
E37D7FFD-BBF9-4380-8BE4-749626A789DC,Södermanland,Trosa,Trosa,
E38DA1C2-A3A1-4218-A02B-9370A7D7B867,"Västra Götaland, Jönköping","Tranemo, Gislaved",Nittorp,
E39114F6-C9E5-4835-A64A-6388430C3A95,"Värmland, Örebro, Dalarna","Filipstad, Hällefors, Ludvika",Gåsborn,
E397E4AC-9A3D-422A-A250-53A75BEEB02B,Värmland,"Torsby, Torsby, Sunne, Hagfors",Fryksände,
E404A5E2-D40C-4E32-AF3A-0E9CFD4D95CE,Skåne,Simrishamn,Östra Hoby,
E4178A7C-394F-45F2-836E-D46EAF214C34,Stockholm,"Stockholm, Solna, Danderyd, Lidingö",Stocksund,
E42F7158-E838-42E9-B709-64E94FE8A588,"Norrbotten, Norrbotten, Västerbotten","Piteå, Piteå, Skellefteå",Hortlax,
E43B5382-20BF-4189-AF4D-055D2D79E35F,Stockholm,"Ekerö, Stockholm",Sånga,
E448AF42-EC5F-4B75-83A0-2AE3AE62BF8E,Jönköping,Sävsjö,Stockaryd,
E480B382-E15C-41A0-A0AE-CAAD1FFC340E,Skåne,Kristianstad,Östra Vram,
E4913316-DE81-4B7B-840A-388E8BB8D4A2,Västra Götaland,"Färgelanda, Bengtsfors, Dals-Ed, Dals-Ed",Rölanda,
E493C213-73D5-4984-99B2-6ED483E46497,"Örebro, Östergötland, Södermanland","Örebro, Finspång, Vingåker, Hallsberg",Asker,
E4D608AF-46FD-400B-99A0-CA62EEBCFB4A,"Blekinge, Kronoberg, Kalmar","Ronneby, Tingsryd, Emmaboda, Lessebo",Långasjö,
E5082068-0245-4886-A903-B50AFE9BD2B7,Skåne,Hässleholm,Vankiva,
E508C26C-69E3-45E0-BEF9-5F3D18189CCF,Östergötland,Kinda,Hägerstad,
E50BC04F-20DA-4839-901D-4C7223B8CD19,Uppsala,"Uppsala, Uppsala, Tierp, Uppsala, Tierp, Östhammar",Tensta,
E544E949-0F2F-4011-AF2B-2042A0F1B1B6,Gävleborg,"Ljusdal, Ljusdal, Hudiksvall, Hudiksvall",Ljusdal,
E55F3BBF-263E-4D22-88D5-3EEB4B6877C8,Jönköping,"Vetlanda, Eksjö",Edshult,
E57C4222-2F38-4EBB-8D63-3AC0A5A4396B,"Blekinge, Kalmar","Karlskrona, Torsås",Rödeby,
E5833DEF-00D9-4996-AD6C-960793660FF8,Dalarna,"Leksand, Gagnef, Leksand, Mora, Vansbro, Falun, Rättvik, Mora, Rättvik",Leksand,
E5ADA009-80A6-472A-8471-785041FC4958,Västra Götaland,Mariestad,Mariestad,
E5B2362C-BA17-4AC4-ABA8-AB0B40B3B60C,Stockholm,"Norrtälje, Sigtuna, Vallentuna, Norrtälje",Närtuna,
E607EDF7-0C6A-4A0E-96F3-FF3F66866161,Skåne,Båstad,Torekov,
E611A735-3BAC-49D8-AFCE-AD9B97A0DFE3,Västra Götaland,"Ulricehamn, Falköping",Solberga,
E632CD42-052E-4ED8-AE8E-7FC1004DF1D8,Kronoberg,Ljungby,Ljungby,
E6507686-0D38-4920-8146-E3F100ED7DE8,Västra Götaland,Töreboda,Fägre,
E6546CF2-BC49-4194-B90B-E17214770172,"Stockholm, Stockholm, Uppsala","Norrtälje, Sigtuna, Knivsta, Sigtuna, Vallentuna, Norrtälje, Knivsta",Skepptuna,
E65643C3-AB72-4F72-BE2F-5E13A578DD79,Kalmar,Västervik,Överum,
E67553E4-2FD1-442A-ACF2-4E02B718703F,Västra Götaland,Lidköping,Skalunda,
E67D9CC3-8D72-4D19-BB08-5412633A883C,"Jönköping, Jönköping, Kronoberg","Sävsjö, Värnamo, Alvesta, Sävsjö",Gällaryd,
E68C9948-FF75-42CC-83F7-F565BA068B97,Västerbotten,"Skellefteå, Robertsfors, Skellefteå, Robertsfors",Lövånger,
E69AB3B5-3991-40F3-9236-E1932B908913,Jönköping,Värnamo,Forsheda,
E6B53C45-DBF7-4D84-B021-03842ED749E0,Örebro,"Örebro, Nora, Hällefors, Lindesberg, Nora",Nora,
E6D04B7C-7D5F-426D-A6B9-0016BF04A7C2,"Kronoberg, Jönköping","Uppvidinge, Växjö, Vetlanda",Nottebäck,
E6DC26E5-C490-4D6E-8F5B-C828DC7D1DE5,Västra Götaland,"Götene, Skara, Götene",Ledsjö,
E6E8AE0B-4789-4B4F-BF3A-0A27D6371A4D,Jämtland,"Berg, Östersund, Åre, Krokom, Berg, Åre",Hallen,
E6EA7AC1-C3FE-4D41-9A1B-25BF2B3B5F7D,Gotland,Gotland,Eksta,
E6EDDD9E-184A-4EC3-9A29-28750B40A8C9,Södermanland,Nyköping,Runtuna,
E7028182-8994-416C-ABCB-83234F6D3BD8,Västra Götaland,"Götene, Skara, Lidköping",Sävare,
E70AA105-85C0-4EEF-AF3F-23FFA8D66EEC,Skåne,"Eslöv, Höör, Klippan, Höör",Hallaröd,2022-06-03
E74B46B8-35FF-4D16-B641-1CCDE6BDD69D,Västra Götaland,"Sotenäs, Lysekil, Sotenäs, Tanum",Askum,
E766C761-1F62-432C-91D3-E813739C2884,Västra Götaland,"Falköping, Tidaholm",Östra Gerum,
E767CEE4-655E-45E0-A773-4018FDC2343D,Kronoberg,"Alvesta, Ljungby, Älmhult, Alvesta",Vislanda,
E767EE03-8BED-4AD1-AB09-67FD9C3D54D9,Västmanland,"Hallstahammar, Västerås, Surahammar",Lillhärad,
E76BB415-57B1-48A9-A705-5C1148C8D182,"Södermanland, Stockholm","Nyköping, Trosa, Gnesta, Södertälje",Torsåker,
E7777980-22E0-480A-A2D7-3740CF5109BB,Västra Götaland,Lidköping,Örslösa,
E7998CCE-661F-41F0-B1AB-56CFAF7022F8,Kronoberg,Växjö,Dänningelanda,
E7B420CB-C5B7-47DB-8067-F52AB053D7A9,Halland,Kungsbacka,Gällinge,
E7B64E09-BC3B-4560-B709-27D7920316A2,Norrbotten,"Gällivare, Pajala, Gällivare, Boden, Jokkmokk, Överkalix, Pajala, Kiruna",Gällivare,
E7C1CBA6-D704-4691-AE5C-30E69BD33DBF,Skåne,"Landskrona, Svalöv, Landskrona",Tofta,
E7D7D4DB-D898-4FB9-B74A-289B7A004679,Jönköping,"Jönköping, Aneby",Ölmstad,
E7FA306F-B6F6-4CCA-B084-94A5B44DE7C4,Skåne,Ystad,Öja,
E88B3755-DDEE-4024-BCA9-49098DC124EA,"Kalmar, Kronoberg","Nybro, Uppvidinge, Högsby",Kråksmåla,
E8AEBF55-4D2E-4E97-98C6-CCD0AFE121EA,Halland,Laholm,Laholm,
E8C84B02-4ED7-44B7-B791-253BE250A8B7,Stockholm,"Nynäshamn, Södertälje, Haninge, Botkyrka",Sorunda,
E8F1026E-B5C8-48B8-AFF5-A8178D6C9AA1,Blekinge,"Karlskrona, Karlskrona, Ronneby",Nättraby,
E9193380-7D73-4765-8E4C-A71E1E1163F0,Halland,Halmstad,Trönninge,
E925BB23-11BA-41BA-9B98-55E80A8094BE,Jönköping,Vetlanda,Myresjö,
E9391173-95AF-4A40-92A1-D79E498E18BC,Uppsala,Enköping,Svinnegarn,
E959A8CA-CF1A-4ED3-8600-A205D0013D19,"Jämtland, Jämtland, Gävleborg","Härjedalen, Härjedalen, Ljusdal, Berg",Sveg,
E960A3BB-D730-455C-9822-A4BEEE3720D7,Västerbotten,"Lycksele, Lycksele, Vindeln, Åsele, Vilhelmina, Norsjö, Malå, Storuman, Sorsele",Lycksele,
E97EB5F7-A35B-46FE-AD55-511833D3EC3F,Gävleborg,"Söderhamn, Söderhamn, Bollnäs, Hudiksvall",Trönö,
E98AD335-4BCA-4240-A75E-4EA71703A697,Skåne,"Ystad, Tomelilla",Högestad,
E98C9D3D-39BE-48ED-96F9-7F1A6D236702,Västra Götaland,"Vara, Vara, Lidköping",Hällum,
E9915037-D2E6-455B-A931-1897E5EDF315,Västra Götaland,"Herrljunga, Vara, Herrljunga",Fölene,
E99D8F2A-1B57-4DCF-B135-CD81B8BBB59E,"Kronoberg, Jönköping","Växjö, Uppvidinge, Vetlanda",Ramkvilla,
E9DC85B7-DF75-46AF-8E4A-C3A1E167A451,Jönköping,"Sävsjö, Nässjö, Vaggeryd",Hylletofta,
E9DDE99F-F2DF-4BF0-A910-539BC1BFEB51,Södermanland,Nyköping,Nykyrka,
E9E8CFD5-3E06-4A9E-AECD-977F54453979,Västernorrland,Örnsköldsvik,Arnäs,
E9F2B38C-204C-4DDA-A844-9894DE2C7C42,Gävleborg,"Ockelbo, Söderhamn, Bollnäs, Söderhamn, Bollnäs, Bollnäs",Hanebo,
E9F8E644-A40E-4D8F-8105-79ED317ACF40,Västra Götaland,Lidköping,Norra Kedum,
EA2CA062-81F5-45D5-817C-CDCE2E9CA7D9,Gävleborg,"Sandviken, Gävle, Ockelbo",Sandviken,
EA331251-4C70-4E50-84FC-B100EFFADF51,Skåne,Ängelholm,Tåstarp,
EA47BA66-8095-4E02-A388-33EFB68DCBCF,Skåne,"Skurup, Ystad",Katslösa,
EA772B85-5FA5-495A-8379-9E1DED00BE64,Norrbotten,Luleå,Luleå,
EA787C2C-6C25-4BAA-B324-0C9A9273CB51,Skåne,"Helsingborg, Landskrona",Kvistofta,
EA807A5D-686E-44D6-AF1C-2497456E05DB,Örebro,"Örebro, Kumla, Hallsberg, Lekeberg",Kumla,
EACFE919-553C-414C-BB4C-2A230D9C306A,"Kronoberg, Blekinge, Kronoberg","Tingsryd, Karlshamn, Tingsryd, Tingsryd, Alvesta, Växjö",Urshult,
EAD67551-933F-4AB0-BA29-0C01E51E6688,Skåne,"Trelleborg, Skurup",Källstorp,
EAE770E9-073B-4C6A-8A54-4733B73563E5,Västra Götaland,"Skara, Götene, Skövde",Istrum,
EAE7FA50-56A1-491C-841A-4494F70E7D85,"Jönköping, Västra Götaland","Gislaved, Svenljunga, Tranemo",Bosebo,
EAF18D03-C844-40E7-93BF-BE13F4AF80C1,Jönköping,Eksjö,Bellö,
EB4CE5A8-0487-4775-8848-DCA518979693,"Halland, Västra Götaland","Falkenberg, Varberg, Svenljunga, Mark",Älvsered,
EB557521-549C-45B3-BEC9-B682561399FF,"Kalmar, Jönköping","Hultsfred, Vetlanda",Ökna,
EB574493-200A-480F-BC35-57D5AA75B873,Västra Götaland,"Orust, Uddevalla",Röra,
EB57ED17-DFB0-4218-B752-AD66CECD699C,Västra Götaland,Vara,Längjum,
EC25557F-0584-41D3-A1E3-4284B9CFD320,Skåne,Kristianstad,Degeberga,
EC3B43D7-BEA3-44FC-87DD-9740B0479118,"Stockholm, Uppsala","Sigtuna, Håbo, Knivsta, Uppsala, Enköping",Skokloster,
EC496FF2-2D42-4D1C-9155-FDD141DDD670,Jönköping,Sävsjö,Sävsjö,
EC5260E0-C674-4874-802B-CE7FAF525F32,"Jämtland, Jämtland, Västernorrland","Östersund, Berg, Bräcke, Östersund, Berg, Östersund, Berg, Ånge, Bräcke",Hackås,
EC64B077-31E9-408F-81BC-929C7F5DDB11,Västmanland,"Västerås, Surahammar",Skultuna,
EC911D33-5CDC-47BC-B17C-3A13AE8387E2,Västra Götaland,"Trollhättan, Lilla Edet",Åsbräcka,
EC9E8689-C018-43AA-A7CB-4587D3A8C4FC,"Blekinge, Kalmar","Ronneby, Karlskrona, Torsås, Kalmar, Emmaboda, Nybro",Vissefjärda,
ECA006CC-0B3A-4AC9-8693-F4F5BEDFA93D,"Dalarna, Dalarna, Jämtland","Älvdalen, Älvdalen, Härjedalen",Idre,
ECA7D79F-8228-4111-83B7-36F144E5C3B5,Västra Götaland,Götene,Fullösa,
ECB29D35-E49B-4F9F-A146-15F700EF4FB9,Kalmar,Mörbylånga,Ås,
ECB35B63-F604-47A0-BB59-BB9147ED49DC,Jönköping,Nässjö,Almesåkra,
ECD0BDFE-B19C-4F37-90EA-39A797860BCD,"Kronoberg, Jönköping, Jönköping","Alvesta, Växjö, Värnamo, Sävsjö, Sävsjö",Hjälmseryd,
ED00A46A-9AF4-4481-B76D-AFBA66D7C3A6,Östergötland,Linköping,Vårdsberg,
ED0151A2-6424-48DC-ACE7-3A133DF5A0D0,Skåne,Trelleborg,Västra Tommarp,
ED223C74-6BDE-4747-8F78-3D430D9A68C7,"Kronoberg, Jönköping","Uppvidinge, Växjö, Vetlanda",Sjösås,
ED27383F-6955-4490-8D68-AE65AE8F4FA2,"Kalmar, Kalmar, Kronoberg","Högsby, Kalmar, Nybro, Mönsterås, Uppvidinge, Högsby",Bäckebo,
ED5AC860-025C-4F2D-8935-7356FF8D84E9,Jönköping,"Gnosjö, Gislaved",Valdshult,
EDEA2836-870F-4796-83B6-2E71D25265F6,Uppsala,Enköping,Lillkyrka,
EDF322B6-0C92-46DD-BBA9-ADA777FE1C4D,Dalarna,Falun,Falun,
EDF52955-089D-483D-9EC0-D1057EDBFC47,Stockholm,"Södertälje, Botkyrka, Nynäshamn, Haninge, Salem",Grödinge,
EDFDD7D0-F9D8-48E9-9461-BC42AD392D85,Stockholm,"Vallentuna, Sigtuna, Norrtälje",Frösunda,
EE06DAA8-6DE2-450E-BB76-B058154ED194,Gotland,Gotland,Lye,
EE0D4458-D176-4F04-8C1B-B0CD84EEA98F,"Värmland, Västra Götaland","Säffle, Åmål, Bengtsfors, Årjäng",Svanskog,
EE199D32-4ECE-4E08-9CEE-ECBF595F27DA,Skåne,Hässleholm,Ignaberga,
EE3569CF-8B5C-4667-A052-7C683F742418,Örebro,"Örebro, Hallsberg, Kumla",Ekeby,
EE576856-9CE5-4751-85D7-4E5ACB096EC1,Kalmar,"Kalmar, Kalmar, Torsås",Halltorp,
EE67A94E-0774-49C6-8B69-935E42DE8762,Jämtland,"Östersund, Strömsund, Krokom",Häggenås,
EE739C6B-516C-4CBB-B190-68DCF796DC9B,Blekinge,"Ronneby, Karlskrona",Hjortsberga,
EE8DD80F-C63F-40A2-9874-045D53CE8F53,Södermanland,"Flen, Gnesta, Strängnäs, Flen, Gnesta, Gnesta",Gryt,
