objektidentitet,lannamn,kommunnamn,sockenstadnamn,
BCAEB72A-70D5-48C0-9CE7-49E8837B44A5,Östergötland,"Linköping, Norrköping",Östra Skrukeby,
BCD3E712-CE21-4B9D-8A2E-83572AB86C76,"Västra Götaland, Jönköping, Västra Götaland","Tidaholm, Habo, Tidaholm, Hjo",Daretorp,
BD002843-0037-4126-B82B-926DC948E08A,Östergötland,"Linköping, Mjölby, Motala, Motala",Älvestad,
BD2C4E5F-8903-4EC4-9C91-78E786B599DF,Skåne,"Staffanstorp, Lomma, Lund, Kävlinge",Fjelie,
BD558AAD-9782-4AEE-982C-15F5BE2FD90F,Kalmar,Mörbylånga,Hulterstad,
BD62362B-F26D-44A9-9B12-050646481C5A,Skåne,"Hässleholm, Östra Göinge, Kristianstad",Norra Strö,
BD6BEBEC-4A66-4F35-A7A6-34C760997776,Västra Götaland,"Vänersborg, Uddevalla, Lilla Edet, Trollhättan",Väne-Ryr,
BD6FE6D1-AF71-4505-972A-BEED7D88CE82,Skåne,"Kristianstad, Hässleholm, Höör, Hässleholm",Norra Mellby,
BD7340FA-A546-4851-BA6B-A2CA61C29FEE,Västra Götaland,"Färgelanda, Mellerud, Bengtsfors, Dals-Ed, Färgelanda",Ödskölt,
BD95A0EE-E011-47FE-B975-9020B2649E48,Gävleborg,"Söderhamn, Hudiksvall, Söderhamn",Norrala,
BDE7BB2D-428C-4632-8C35-AEFE0E885110,Jönköping,"Nässjö, Jönköping, Nässjö",Forserum,
BDF51C19-65B7-45D1-A4DD-7939E54231F4,Kronoberg,"Älmhult, Ljungby",Södra Ljunga,
BDFFF4BD-A403-4E80-AE4F-91D58A78F2DE,"Blekinge, Kalmar","Ronneby, Karlskrona, Emmaboda",Sillhövda,
BE34CEB7-5FA7-4730-A55A-14467D4D7FD9,Västra Götaland,"Falköping, Tidaholm, Falköping, Skövde",Ljunghem,
BE3B0BBE-AB99-4BEB-B82B-92EBAA2A7F98,Västra Götaland,"Skövde, Skövde, Tibro",Väring,
BE530C0C-8E64-405A-9490-29D3EDF95181,Skåne,"Lund, Eslöv",Revinge,
BE6B5670-44B1-4BD0-B458-671C594F3E6E,Stockholm,"Vallentuna, Norrtälje",Rö,
BE9050A0-A4BE-4AA7-9FAF-45D8E731BAF7,Blekinge,"Karlskrona, Ronneby",Tving,
BE95F8B4-D6CB-44A8-8E33-958B9404A2EF,Västra Götaland,Götene,Källby,
BEA3A2E3-8D01-4E35-BAB7-6A8B4146BBC7,Skåne,"Lomma, Kävlinge",Borgeby,
BEA6D1C6-93BF-4EF4-A94A-A9F337861ED4,Västra Götaland,"Götene, Mariestad, Götene",Kinne-Vedum,
BEC5FA89-809A-466B-98C4-A068EBC3E9F6,Västra Götaland,"Skövde, Mariestad, Mariestad",Ek,
BED2EE51-C7E4-4378-B2E0-0CA0B0CE7BDE,Östergötland,"Kinda, Linköping, Åtvidaberg",Tjärstad,
BED8AD69-C341-420A-B2E0-3A08D6FBCA1A,Gävleborg,"Hudiksvall, Hudiksvall, Nordanstig",Norrbo,
BEED6786-5A9C-4F07-A028-280ACFFC5943,Värmland,"Eda, Arvika",Köla,
BEF395FE-3973-4B11-A5C0-6252749E041F,Gotland,Gotland,Träkumla,
BEF83E35-C4A2-404E-95E6-C4793C672DB6,Stockholm,"Upplands-Bro, Upplands-Bro, Upplands Väsby, Sigtuna",Västra Ryd,
BF027510-FAD4-4793-89E5-C23BF151CA86,Skåne,"Lund, Staffanstorp",Bonderup,
BF051CBF-826B-44AA-91C7-BBA65AC50DF0,Kalmar,"Vimmerby, Hultsfred, Oskarshamn, Vimmerby",Vena,
BF1D6805-76C0-4D32-88B8-DE5CA83FCDF5,Värmland,"Säffle, Grums, Arvika",Gillberga,
BF375C55-6B0E-4EF5-BBA5-3B25D9362C72,"Västerbotten, Norrbotten","Malå, Norsjö, Lycksele, Arvidsjaur, Sorsele",Malå,
BF3FF5FF-173B-49C5-B27E-DB7365135FCD,Skåne,"Eslöv, Höör",Gudmuntorp,
BF5E9241-7905-459B-8516-6C5642072E87,Västra Götaland,"Svenljunga, Tranemo",Ullasjö,
BF673075-C0DC-423F-A17E-4F46D1C8ABD5,"Västmanland, Uppsala","Sala, Heby",Norrby,
BF683709-4F81-49DF-B97B-F225E9AFD91F,Östergötland,"Ödeshög, Ödeshög, Vadstena",Heda,
BF6E770E-74F4-44FD-A0E2-F85BD102C4C9,Skåne,"Lund, Lomma",Norra Nöbbelöv,
BF86654A-FAA7-46E4-9C9F-AE9B60B08FDC,Skåne,"Lund, Svedala, Staffanstorp",Hyby,
BF8ABB0A-1EDC-4535-AE29-73E5509023AD,Kalmar,Mörbylånga,Ventlinge,
C0180011-A12B-48D0-B30C-B6E73F406458,Halland,"Falkenberg, Falkenberg, Varberg",Morup,
C03D7FDC-42B6-487D-AA94-102E99E7E71D,Västra Götaland,"Lysekil, Munkedal, Sotenäs",Bro,
C0415999-8722-4557-BBFE-E022DB85A126,"Halland, Västra Götaland, Halland","Kungsbacka, Mölndal, Mark, Kungsbacka",Älvsåker,
C0424DCE-7285-4C94-9BEA-08926B5FED08,Örebro,"Örebro, Nora",Kil,
C055D8C6-5C12-4390-BCD7-57106C1FBC07,Västernorrland,"Sollefteå, Örnsköldsvik",Skorped,
C05AFEE2-895E-4BF1-B684-A82F4BC10C9B,Västra Götaland,"Lidköping, Grästorp, Lidköping",Tranum,
C067F536-99CF-4C6B-B975-C3F95164E25B,Västra Götaland,"Göteborg, Partille, Ale",Angered,
C08D381F-68E4-465B-AEB8-6A71B3DEFF92,Skåne,"Ystad, Tomelilla",Övraby,
C0A3E76F-04EB-44F3-A2ED-87A48C8C3167,Skåne,"Lund, Eslöv",Södra Sandby,
C0BFAC15-7E1A-49C3-8C9C-F75A8EFA966E,Västra Götaland,Falköping,Torbjörntorp,
C0CF8439-1B25-4C2B-B818-E7030E4DA09F,"Västra Götaland, Örebro, Värmland","Gullspång, Laxå, Kristinehamn, Degerfors",Södra Råda,
C0F21D10-E182-4307-8442-15B92EDB43A6,Kronoberg,"Älmhult, Tingsryd, Alvesta",Västra Torsås,
C112AF45-0AB6-4008-B272-80D6B42764F2,Jönköping,"Värnamo, Sävsjö, Vaggeryd, Nässjö, Jönköping",Svenarum,
C1459F26-E0C9-4733-B63C-DF0AF4FAEBD0,Östergötland,"Linköping, Mjölby",Östra Tollstad,
C16D2703-203C-493E-865C-6930B6B077F2,Västmanland,"Västerås, Västerås, Sala",Romfartuna,
C187090F-E076-4FAA-9A68-29AF10665C6B,"Stockholm, Uppsala, Uppsala, Stockholm","Sigtuna, Knivsta, Knivsta, Sigtuna",Knivsta,
C18DA1B5-9B43-4CC3-BBF1-341D871C1E9C,Södermanland,Nyköping,Bärbo,
C1957F72-1B1A-4463-90A7-4DC183FF3515,Västra Götaland,"Munkedal, Lysekil, Tanum, Munkedal",Svarteborg,
C1A2BCF7-68C9-4C65-BD09-0914BBE3C0C4,Skåne,"Sjöbo, Tomelilla, Sjöbo",Vanstad,
C1B4506C-1F50-4D61-A10C-1DB6BC6B7B7F,Jönköping,"Jönköping, Nässjö",Öggestorp,
C1BC828B-C6EB-4B9A-A205-EC9CFAF0C422,Halland,"Falkenberg, Hylte",Vessige,
C1E03DC6-3C88-4ABE-B0C1-34D575054FA8,Skåne,Kristianstad,Fjälkinge,2022-05-07
C2091BC7-5323-49F1-9DA5-028962862025,Norrbotten,"Haparanda, Haparanda, Kalix, Luleå",Nedertorneå,
C21525D2-F47F-47F8-825E-1E8258924370,Västra Götaland,"Lerum, Alingsås, Vårgårda, Ale",Långared,
C241850E-F14C-48E7-A7C4-7887A836E921,"Västerbotten, Jämtland, Västerbotten","Dorotea, Strömsund, Dorotea",Tåsjö,
C26D2E69-FBF5-4CE0-A5CE-1969CE621AAC,Västra Götaland,"Skövde, Skövde, Töreboda",Vad,
C2715F5A-87EA-4AC2-BFB0-7B4DCCF5E584,Södermanland,Nyköping,Bergshammar,
C294A206-7DB3-4DDD-95C5-A3407C9C2FEE,Skåne,Hässleholm,Norra Åkarp,
C2B6B455-E074-4814-BE93-0B0F667C2AE1,"Västernorrland, Gävleborg, Jämtland","Ånge, Nordanstig, Ljusdal, Sundsvall, Bräcke",Torp,
C2D82172-AA3A-4BDA-8BA1-71C3271C2290,"Västra Götaland, Halland","Mark, Kungsbacka",Förlanda,
C3021CD1-C6FB-401A-9427-4C0E6854459B,Uppsala,"Uppsala, Heby, Uppsala",Bälinge,
C33A1636-5947-47E3-ACA0-99404215C305,Uppsala,"Enköping, Håbo, Enköping",Löt,
C343D62B-00B9-4C0B-BD58-8A9A2EB70AF4,Skåne,Landskrona,Landskrona,
C3486145-1BD7-4B4D-8970-ED6734577D66,"Halland, Kronoberg","Halmstad, Hylte, Ljungby, Laholm",Breared,
C3676D8C-1F71-46C2-9DD0-750AFF7DFBFE,Västra Götaland,"Kungälv, Göteborg, Ale",Kungälv,
C368BEAE-19C3-4D2C-B108-531BFFD9F179,Jönköping,"Vetlanda, Vetlanda, Sävsjö",Lannaskede,
C36901E4-F47B-4CB1-A38F-2767D937C82E,Östergötland,"Ödeshög, Vadstena, Vadstena",Väversunda,
C38232CA-4FE1-4B37-A6CF-72A56A9BE472,Kalmar,Kalmar,Kläckeberga,
C399A8EB-8F71-45FB-BEDA-1EF0184B816F,Örebro,"Askersund, Hallsberg, Örebro, Hallsberg",Svennevad,
C39E9C18-EB6B-40AB-82A9-669827852EFE,Västra Götaland,Tidaholm,Baltak,
C3B3B716-6477-4135-93AF-F3536113EA2C,Halland,Varberg,Gödestad,
C42709A6-C95A-46DF-855C-D14E8CE433DE,"Gävleborg, Jämtland, Jämtland","Ljusdal, Härjedalen, Härjedalen",Älvros,
C4503D77-631B-4365-A0BC-C3A2A463ED39,Skåne,Sjöbo,Tolånga,
C4632E34-F039-435A-80D7-6C9DBCA1A2E9,Skåne,"Kävlinge, Lund",Lackalänga,
C480C568-1A6B-4537-96F6-61F88C3797E3,Skåne,"Svalöv, Kävlinge, Landskrona, Eslöv, Svalöv",Norrvidinge,
C48D3524-88B1-4BF3-BA30-8FC3CA6F13FC,Västra Götaland,"Karlsborg, Töreboda, Gullspång, Gullspång",Älgarås,
C4BE57AE-19C6-4C5A-9FF0-5D7A81DE538D,Skåne,Ystad,Bjäresjö,
C4C7366A-E5E0-4013-A834-EBDD275BD124,Halland,"Falkenberg, Varberg",Köinge,
C504CB14-D090-4154-AB1B-A1C84D9ABA55,Värmland,"Sunne, Hagfors, Torsby",Lysvik,
C518ED90-4F9A-4088-85AC-92550080CCCD,"Dalarna, Jämtland","Älvdalen, Härjedalen, Berg",Tännäs,
C522C50C-CAD1-41A0-90C7-C2DCBF247B29,Västra Götaland,"Mölndal, Härryda, Göteborg, Partille, Härryda",Råda,
C566D181-E31B-4210-A605-9BE77915FFCD,Jönköping,"Värnamo, Värnamo, Vaggeryd",Hagshult,
C57EC1B7-AAC2-4467-9E85-A8FFCA7E08CF,Dalarna,"Malung-Sälen, Älvdalen",Transtrand,
C5D171D2-174B-4D50-B732-B7EE46C19A9F,Västra Götaland,"Vänersborg, Trollhättan, Lilla Edet",Trollhättan,
C5FF53CD-CA3D-4510-9438-F59961224FBE,Västra Götaland,"Falköping, Skara, Skara",Norra Ving,
C606B3E2-7A8E-4785-B4AD-4A15133B7C17,Östergötland,"Ödeshög, Ödeshög, Vadstena",Västra Tollstad,
C60BA808-47AB-4A96-ACFC-C305FC8EE552,Västra Götaland,"Öckerö, Göteborg, Kungälv, Kungälv",Torsby,
C635B458-3234-44FC-BFFD-FF1C2C921619,"Kronoberg, Kronoberg, Jönköping","Ljungby, Ljungby, Värnamo",Berga,
C645EF4D-23CD-4200-B46E-58834FCB7847,Västra Götaland,"Tidaholm, Hjo, Skövde",Fridene,
C654D424-7E5B-41F0-A8D0-F7595F79DF6E,Kalmar,Borgholm,Alböke,
C66BC8CE-2B70-4524-AE42-45183BEB30AB,Skåne,"Simrishamn, Tomelilla",Eljaröd,
C6BF2A4A-D469-447F-B32C-33A442713B4B,Östergötland,Mjölby,Sya,
C6CCD5EF-D998-42E5-A23C-8218319B701F,Värmland,"Karlstad, Storfors, Filipstad, Hagfors",Brattfors,
C6D7DD4B-7F09-4501-9C4D-A26B1859FAA1,"Skåne, Kronoberg, Kronoberg, Skåne","Osby, Älmhult, Älmhult, Osby, Ljungby",Stenbrohult,
C6F0CE2F-3293-4CD6-AA06-3C70B5FFE94A,Gävleborg,"Bollnäs, Hudiksvall, Hudiksvall",Nianfors,
C71232ED-AB43-43D1-88AD-5EE250176457,Västra Götaland,"Borås, Herrljunga, Vårgårda",Vesene,
C74BC6F4-DC4E-45F7-A2B0-5B9B346697B8,Västra Götaland,Götene,Skälvum,
C76CF387-B7AB-465D-B0D0-77C8465B1658,Skåne,"Skurup, Ystad",Västra Nöbbelöv,
C7A743A0-D774-45B8-A59D-D304809F81A1,Västra Götaland,Ulricehamn,Hössna,
C7F878A2-A956-4A38-B475-B0907A99827E,Kalmar,"Mörbylånga, Borgholm",Norra Möckleby,
C8099143-19DE-4C8F-A58B-F70A96DCEA34,"Östergötland, Örebro","Motala, Askersund",Godegård,
C822E46F-C62D-4D5C-87C1-5FE641055570,Skåne,"Trelleborg, Skurup, Skurup, Trelleborg",Östra Vemmenhög,
C824E557-540B-48F9-8213-D62E1F946052,Västra Götaland,"Götene, Mariestad, Götene",Forshem,
C834BDF7-8047-4D34-80FE-5DD4C37F40B8,Skåne,Hässleholm,Hörja,
C85F0BA1-F173-4FED-B2BA-2DEFEB9F4D90,"Västra Götaland, Jönköping, Västra Götaland","Tranemo, Ulricehamn, Jönköping, Tranemo",Ölsremma,
C8958340-CCB4-44E3-AE4C-C5D01D5C8330,Västra Götaland,"Tranemo, Ulricehamn",Finnekumla,
C8A38F42-FFA0-4989-B92B-B545BBA66F5D,Gotland,Gotland,Stenkyrka,
C9009B3B-B0D4-497A-8937-19039B7274FB,"Skåne, Halland","Örkelljunga, Laholm, Ängelholm",Våxtorp,
C9566C45-8A55-4207-88D8-8FC730BF601B,"Östergötland, Södermanland, Östergötland","Norrköping, Nyköping, Norrköping",Krokek,
C9875CAA-A2F8-4897-BB2D-F4770DB0E399,Gotland,Gotland,Visby,
C989CEDF-B891-4E46-9CB2-08EBF945B38C,"Västmanland, Södermanland","Kungsör, Eskilstuna, Arboga",Arboga,
C9D208C0-9508-473E-8538-93FD265E86EF,Skåne,"Höganäs, Höganäs, Helsingborg",Viken,
C9F2F3B7-55FC-48C4-81CD-C788C0DD2466,"Värmland, Örebro, Värmland","Filipstad, Karlskoga, Storfors, Hällefors, Filipstad",Storfors,
CA0CF2AE-4B09-4A97-B04A-183EF1314C65,"Stockholm, Södermanland, Stockholm","Södertälje, Trosa, Nynäshamn, Södertälje, Botkyrka",Mörkö,
CA4336B6-211A-44AC-A0B7-73F73B4F40AF,Skåne,"Eslöv, Svalöv",Västra Strö,2022-07-24
CA58CF96-2282-4283-AD10-6FD1B1AF8E87,"Västmanland, Uppsala, Dalarna, Gävleborg, Dalarna","Sala, Heby, Avesta, Sandviken, Avesta",Möklinta,
CA892E5B-1882-4AD7-96B3-99D874F5C313,Kronoberg,Växjö,Tegnaby,
CAC5A41F-5743-47F9-8199-9A52065B6D56,Västernorrland,"Kramfors, Sollefteå",Dal,
CAD525F6-D020-4A6B-874B-B1BF155AEC3C,Kronoberg,"Tingsryd, Växjö, Tingsryd",Väckelsång,
CAE04349-47CB-45E5-BEF5-F4702032BBD6,Jämtland,Berg,Berg,
CB20461D-146E-4592-BD9A-634679EEAAFB,"Kronoberg, Jönköping","Ljungby, Värnamo",Voxtorp,
CB2441A9-B724-4C06-A5F1-44800C88AAF6,Västra Götaland,"Vårgårda, Vårgårda, Herrljunga",Landa,
CB4D2508-84D4-4EA5-B842-75912D7245B3,Uppsala,Enköping,Härkeberga,
CB8E2130-D947-4DB9-BCFC-50AF3F8E1BC5,Kronoberg,"Älmhult, Ljungby, Alvesta",Agunnaryd,
CBACFF0E-BA08-4C00-A10E-8A4D79F6F3CE,Östergötland,Linköping,Vreta kloster,
CBCC8922-960F-4E8C-89E9-AB4A338D43A7,Östergötland,Norrköping,Östra Stenby,
CC048A13-BC64-4922-BEE0-EBB9E3F329D9,Gotland,Gotland,Fårö,
CC1641A2-0FCB-4BCE-8AE6-E927A04A31EE,Västmanland,"Kungsör, Arboga, Köping",Himmeta,
CC3EE4F7-1BA9-4E53-98FB-F5AD1F49DCA4,"Värmland, Värmland, Dalarna","Hagfors, Hagfors, Sunne, Torsby, Malung-Sälen",Ekshärad,
CC4B3C05-7C06-44B7-B11D-053F94C81AA6,Västra Götaland,"Ulricehamn, Falköping, Falköping",Norra Åsarp,
CC5D9AE7-F74B-401F-AC7B-1A6E2B6E4FA7,Örebro,Örebro,Rinkaby,
CC61A44D-2D51-4615-A27A-4BF2E40CCB23,Västra Götaland,"Falköping, Vara",Trävattna,
CCA7F836-1773-4948-B5FE-A71CBCDA6BEA,Västra Götaland,"Götene, Götene, Skara, Skövde",Vättlösa,
CCE0F9C3-941D-4765-86C5-54E8D98480FB,Gotland,Gotland,Ala,
CCEA11EA-E49F-4166-8552-834143948838,Stockholm,"Nynäshamn, Haninge",Nynäshamn,
CD08404B-F6A9-4289-8A75-9BF2D7C67A97,Dalarna,"Malung-Sälen, Vansbro, Malung-Sälen, Mora, Älvdalen",Venjan,
CD378426-32E7-4850-AD2E-7D914D038194,Kronoberg,"Alvesta, Växjö",Härlöv,
CD44619F-8EC7-473E-98A7-E2DCF03434C9,Värmland,"Sunne, Torsby, Sunne, Arvika, Torsby",Lekvattnet,
CD5CCD3A-D52F-4F63-A1EF-C0DF40F3D289,Gotland,Gotland,Lummelunda,
CD5DF05A-355C-43DC-9C31-6A97B8CD59F3,Skåne,"Lund, Skurup, Sjöbo",Slimminge,
CD741C0E-BE89-49F2-AB90-FECB7BA5C08B,Gotland,Gotland,Grötlingbo,
CD8A0B40-AC2F-499F-941D-EF2610DE472F,Jönköping,"Gnosjö, Vaggeryd, Gislaved",Åsenhöga,
CDB62424-81DE-450B-B344-354BCB3CA6BE,Uppsala,"Uppsala, Uppsala, Heby",Skuttunge,
CDD13C5B-90D8-4DDB-B8F9-BDFB90D7CCF3,Jönköping,"Värnamo, Sävsjö, Vaggeryd, Sävsjö",Vrigstad,
CDEFED14-EDFA-4EDE-8525-D4AE721A86F1,Gotland,Gotland,Hejde,
CE2403EB-9469-4B43-ACA7-C25CF6587C40,Värmland,"Forshaga, Karlstad",Älvsbacka,
CE48364A-FBC4-4859-AB77-E7DDF4036A5F,Kronoberg,"Tingsryd, Alvesta, Alvesta, Alvesta, Växjö, Älmhult",Skatelöv,
CE70166E-5E3D-41D9-9040-541C2F124F5E,Västra Götaland,"Tidaholm, Falköping, Skövde",Hömb,
CE76208D-1DF3-419E-A474-35280E038DD8,Skåne,"Skurup, Sjöbo, Lund",Everlöv,
CE771530-8AA0-411D-976D-3666EA39DD71,"Västernorrland, Västerbotten","Örnsköldsvik, Bjurholm, Åsele, Lycksele",Fredrika,
CEAAA92A-2310-44AC-A08A-D562A5E61BDC,Gävleborg,"Söderhamn, Söderhamn, Bollnäs",Söderala,
CEC425DE-8D41-4436-A984-341E805FD8BE,"Skåne, Blekinge","Bromölla, Olofström, Karlshamn, Kristianstad, Osby, Sölvesborg",Jämshög,
CEC8257C-9A2B-45DA-8604-3794BBD1A9A9,Skåne,Kristianstad,Vä,
CF06BCE4-D976-4799-B651-2644B7B46A71,Skåne,"Kristianstad, Hässleholm",Djurröd,
CF44399A-FE2C-4632-A539-F2B6AB9589F0,Gotland,Gotland,Björke,
CF45BCB2-0478-4E8D-8B09-7B21E681C343,Skåne,"Bjuv, Helsingborg, Åstorp",Bjuv,2022-07-24
CFD680E6-9370-4DAD-B8C9-08E479A76CA3,"Kronoberg, Kronoberg, Halland","Ljungby, Ljungby, Hylte",Odensjö,
D00B21AA-E863-4F6E-9A90-62723D14D091,Skåne,"Eslöv, Eslöv, Lund, Höör",Hammarlunda,
D0208999-F796-4E9A-B9D8-A0BC29A34C49,Västmanland,Västerås,Västerås,
D04A63DC-C5AB-46B1-BBC1-9671C7D10307,"Västra Götaland, Värmland","Gullspång, Kristinehamn",Visnums-Kil,
D06EE7B7-57C2-4A13-A0D8-83A67194AC54,Västra Götaland,"Tanum, Munkedal, Tanum",Kville,
D0743789-D444-4053-BC19-7A8F30B38807,Värmland,"Forshaga, Kil, Karlstad, Sunne, Munkfors, Hagfors",Övre Ullerud,
D08D3F99-7110-452C-A924-7D5343615B17,Västra Götaland,"Herrljunga, Falköping",Grolanda,
D0B517E1-4C98-47BA-90A4-8BFEF551C0FD,Blekinge,Karlskrona,Sturkö,
D0E29152-4F70-4CDA-B432-D56CD65023BD,Jönköping,Vetlanda,Bäckseda,
D0E86DBE-E96A-4F3C-A193-6686B2BFD875,"Blekinge, Kalmar","Karlskrona, Torsås, Kalmar",Söderåkra,
D0F65D95-3D3D-4D3B-A280-B20B7EB090CC,"Halland, Kronoberg","Laholm, Markaryd, Ljungby",Hinneryd,
D11FCD5D-EE52-4A77-9C04-3EBDD01CBB71,Västra Götaland,"Götene, Skara, Lidköping",Hangelösa,
D126B48C-F3C5-428B-8394-E9235ECE5855,Skåne,"Vellinge, Trelleborg, Vellinge",Räng,
D13B56DD-861B-4E4C-B01E-E8A952AB4930,Skåne,"Ängelholm, Helsingborg, Bjuv, Åstorp",Västra Broby,
D13D656F-9702-47D3-84CC-8CD338D822E3,Gotland,Gotland,Havdhem,
D13E1257-5E2E-4C8E-9ADC-06C80149AB8A,Västmanland,"Kungsör, Arboga, Köping",Björskog,
D184035E-79E3-4268-A25D-BC800059ACB8,Skåne,"Ystad, Tomelilla, Sjöbo",Röddinge,
D1C00F50-5B56-4C36-AC49-8E6048C6ED1B,Skåne,"Klippan, Örkelljunga, Ängelholm, Åstorp",Östra Ljungby,
D1EDBAB5-7683-4BC7-AB67-431A689002E5,"Kalmar, Östergötland","Vimmerby, Västervik, Kinda",Odensvi,
D1EEF75F-D119-4752-B469-379B31162009,"Kalmar, Kronoberg, Kronoberg","Emmaboda, Lessebo, Nybro, Uppvidinge, Lessebo",Ekeberga,
D1FBC321-B6C3-48AD-B04D-3022BDB26D86,Västra Götaland,"Orust, Orust, Lysekil, Uddevalla",Morlanda,
D20F0702-9BD5-45E9-9F5A-8BCF06DC6F37,"Västernorrland, Gävleborg, Västernorrland, Gävleborg","Sundsvall, Nordanstig, Ånge, Nordanstig, Sundsvall",Stöde,
D21E789B-099D-4A36-A082-C4009F627C80,"Jönköping, Jönköping, Västra Götaland","Habo, Habo, Tidaholm, Habo, Mullsjö, Tidaholm, Jönköping, Mullsjö, Habo",Gustav Adolf,
D2334A76-00AF-4733-9EAE-A8752220509A,Skåne,Hässleholm,Brönnestad,
D25415BF-CC24-4933-B16E-62155F68AC6F,Kronoberg,"Tingsryd, Alvesta, Växjö",Kalvsvik,
D2743F61-8CBF-45DF-A770-C7A4F43E32AA,Västra Götaland,"Tranemo, Tranemo, Ulricehamn",Hulared,
D2846954-F058-4454-8696-3DC896CD2D95,Jönköping,"Värnamo, Gnosjö, Värnamo",Kärda,
D28490FB-3D59-4E09-A188-0D91B1A8731B,"Skåne, Kronoberg","Osby, Östra Göinge, Älmhult",Loshult,
D29B04F8-7EAE-4BF2-A8BD-5C588634D239,"Östergötland, Södermanland","Finspång, Norrköping, Katrineholm, Vingåker",Skedevi,
D2B64F6F-6D20-4300-A0E4-465B3B750A86,Västra Götaland,"Alingsås, Vårgårda",Hol,
D30B816D-86B2-4EDB-9049-0DE329A86A08,Dalarna,"Borlänge, Leksand, Falun",Aspeboda,
D30D8806-81E0-442A-900F-78C396D30265,Västra Götaland,"Falköping, Skövde",Häggum,
D3358EA3-57A4-411B-8B7E-2436AB8B4C94,Dalarna,"Ludvika, Vansbro, Malung-Sälen, Leksand, Mora",Järna,
D34C59E6-DD57-42E9-8D9A-3480F5413B95,Östergötland,"Söderköping, Norrköping",Tåby,
D36E9E2B-870B-4974-9BEA-99AE9F0D987D,"Dalarna, Dalarna, Jämtland","Rättvik, Mora, Rättvik, Orsa, Mora, Mora, Älvdalen, Leksand, Mora, Mora, Orsa, Leksand, Rättvik, Älvdalen, Orsa, Mora, Älvdalen, Härjedalen, Orsa, Mora, Älvdalen, Leksand, Rättvik",Mora,
D37684B3-E1E6-47B5-990D-1579A513C6C1,Västmanland,Västerås,Tortuna,
D3EAC287-C429-4407-A118-AA4D779AFB20,Västmanland,"Västerås, Surahammar, Sala, Västerås",Haraker,
D444213A-4FE6-49E1-B870-5FE5012EB5F2,Jämtland,"Strömsund, Krokom, Krokom",Laxsjö,
D44BFF63-330F-45CD-A16F-965A53045E05,Blekinge,Ronneby,Ronneby,
D450972B-0F9A-43A9-B121-CA8C77A6AB18,"Halland, Västra Götaland","Falkenberg, Varberg, Mark",Gunnarsjö,
D4753FEA-6CA8-4F95-8903-178287E76C6B,Västra Götaland,"Lysekil, Lysekil, Uddevalla, Sotenäs",Lyse,
D487488C-923A-4E35-A911-D1DD7F2E287D,"Kronoberg, Jönköping","Ljungby, Alvesta, Värnamo",Ryssby,
D4B8DE17-8FB2-42E1-B3F5-81A0D5AB50E8,Västra Götaland,"Tidaholm, Tidaholm, Hjo",Agnetorp,
D4D17BD1-E95F-49E5-8C0D-4B443A67A45D,Stockholm,"Täby, Danderyd, Sollentuna, Österåker, Vallentuna, Upplands Väsby",Täby,
D52A40D4-7DC4-46C8-BC9F-BB2E40A28E92,Stockholm,"Nynäshamn, Haninge",Muskö,
D54FB7F9-7242-4CCB-BDD9-E2FA7D5D329E,Skåne,"Bromölla, Kristianstad",Gualöv,2022-05-07
D5516167-1C23-414D-9DE6-D9056A135210,Östergötland,"Motala, Linköping, Motala",Brunneby,
D55A6599-6C7A-48D5-B521-06DBA93F07ED,"Uppsala, Uppsala, Gävleborg","Heby, Tierp, Heby, Gävle, Tierp, Uppsala",Östervåla,
D57613E4-3E94-405A-B8C4-4C9EC775FBBE,"Västra Götaland, Värmland","Bengtsfors, Årjäng",Vårvik,
D57E5ECD-0A7A-40BC-B23F-DE293FD4BCBB,Gotland,Gotland,Roma,
D59D3A1A-F541-4C7F-A6AE-7F85952C266E,Halland,Varberg,Hunnestad,
D5BC111D-9BE0-4570-8BC5-2986084ADAD4,Kalmar,Borgholm,Egby,
D5CEE8CA-75D8-402D-A075-9E343467A1A0,Jämtland,"Östersund, Åre, Krokom, Östersund",Frösö,
D6200F1C-3D86-45C3-9A1F-8215CE283436,"Västernorrland, Jämtland","Ånge, Bräcke",Bräcke,
D627FE9B-D7D0-4103-80A4-1A5525765284,Kronoberg,Växjö,Hemmesjö,
D63242C1-CA8F-480B-A8B6-174127380A28,Västra Götaland,"Lidköping, Skara, Lidköping",Norra Härene,
D659F1D3-3F5B-4AFA-81FD-EBCD8E2148D9,Östergötland,"Motala, Vadstena, Motala",Västra Stenby,
D65F24A6-68DB-442F-BBD6-FC6C8231A7B7,Västra Götaland,"Alingsås, Alingsås, Essunga, Trollhättan",Stora Mellby,
D6624ACC-D44D-4E72-92D9-FCEC45AC587C,Östergötland,"Linköping, Motala, Motala, Linköping",Flistad,
D67291BC-9762-482A-A9C7-C394863BDCED,Västra Götaland,"Lysekil, Uddevalla",Lysekil,
D6967436-E2BB-4154-90B9-D33D29F57B85,Västra Götaland,Vara,Önum,
D6E9322F-479F-4491-AD99-193416CA4FB0,Skåne,Ängelholm,Höja,
D6FD679A-C655-46E3-BB33-217FBC5C8A76,"Södermanland, Örebro, Västmanland","Vingåker, Örebro, Katrineholm, Arboga",Lännäs,
D70F9581-2376-4753-B3F1-C020533F1E4C,Västra Götaland,"Bollebygd, Alingsås, Lerum",Ödenäs,
